;;###################################################################
;;Tiername:;;ST1
;;Ohrmarkennummer:;;ST1
;;Bolusnummer:;;X0000001
;;Seriennummer:;;X0000001
;;Sensornummer:;;X0000001

;;Daten Anzahl:;;9767
;;Download Zeitpunkt:;;01.11.2020 14:35
;;###################################################################


;;Datum;Zeit;Temperatur [°C];pH Wert
;;17.12.2019;15:59;39,79;6,42
;;17.12.2019;16:09;39,79;6,43
;;17.12.2019;16:19;39,79;6,43
;;17.12.2019;16:29;39,74;6,48
;;17.12.2019;16:39;39,74;6,52
;;17.12.2019;16:49;39,69;6,55
;;17.12.2019;16:59;39,69;6,58
;;17.12.2019;17:09;32,97;6,48
;;17.12.2019;17:19;35,95;6,53
;;17.12.2019;17:29;37,72;6,56
;;17.12.2019;17:39;38,25;6,61
;;17.12.2019;17:49;38,34;6,6
;;17.12.2019;17:59;38,44;6,65
;;17.12.2019;18:09;38,58;6,62
;;17.12.2019;18:19;38,56;6,52
;;17.12.2019;18:29;38,66;6,53
;;17.12.2019;18:39;38,73;6,5
;;17.12.2019;18:49;38,81;6,43
;;17.12.2019;18:59;38,91;6,38
;;17.12.2019;19:09;38,91;6,37
;;17.12.2019;19:19;37,76;6,27
;;17.12.2019;19:29;34,07;6,24
;;17.12.2019;19:39;36,71;6,19
;;17.12.2019;19:49;38,05;6,26
;;17.12.2019;19:59;38,54;6,27
;;17.12.2019;20:09;38,77;6,14
;;17.12.2019;20:19;38,93;6,14
;;17.12.2019;20:29;38,99;6,16
;;17.12.2019;20:39;39,09;6,21
;;17.12.2019;20:49;39,25;6,23
;;17.12.2019;20:59;39,32;6,28
;;17.12.2019;21:09;39,35;6,23
;;17.12.2019;21:19;39,43;6,16
;;17.12.2019;21:29;39,51;6,02
;;17.12.2019;21:39;39,43;5,97
;;17.12.2019;21:49;39,38;6,08
;;17.12.2019;21:59;39,45;6,13
;;17.12.2019;22:09;39,53;6,15
;;17.12.2019;22:19;39,66;6,15
;;17.12.2019;22:29;39,72;6,18
;;17.12.2019;22:39;39,74;6,22
;;17.12.2019;22:49;39,79;6,25
;;17.12.2019;22:59;39,9;6,19
;;17.12.2019;23:09;39,92;6,25
;;17.12.2019;23:19;39,9;6,31
;;17.12.2019;23:29;39,79;6,37
;;17.12.2019;23:39;39,79;6,43
;;17.12.2019;23:49;39,82;6,41
;;17.12.2019;23:59;39,82;6,45
;;18.12.2019;00:09;39,82;6,43
;;18.12.2019;00:19;39,85;6,43
;;18.12.2019;00:29;39,74;6,5
;;18.12.2019;00:39;39,72;6,53
;;18.12.2019;00:49;39,69;6,55
;;18.12.2019;00:59;39,64;6,62
;;18.12.2019;01:09;39,64;6,62
;;18.12.2019;01:19;39,64;6,64
;;18.12.2019;01:29;39,64;6,63
;;18.12.2019;01:39;39,64;6,68
;;18.12.2019;01:49;39,66;6,67
;;18.12.2019;01:59;39,66;6,65
;;18.12.2019;02:09;39,61;6,72
;;18.12.2019;02:19;39,53;6,69
;;18.12.2019;02:29;39,51;6,74
;;18.12.2019;02:39;39,43;6,75
;;18.12.2019;02:49;39,48;6,78
;;18.12.2019;02:59;39,53;6,72
;;18.12.2019;03:09;39,3;6,65
;;18.12.2019;03:19;39,25;6,65
;;18.12.2019;03:29;37,37;6,57
;;18.12.2019;03:39;33,51;6,48
;;18.12.2019;03:49;35,93;6,45
;;18.12.2019;03:59;37,02;6,39
;;18.12.2019;04:09;37,39;6,38
;;18.12.2019;04:19;37,66;6,3
;;18.12.2019;04:29;37,76;6,23
;;18.12.2019;04:39;38,05;6,31
;;18.12.2019;04:49;38,27;6,28
;;18.12.2019;04:59;38,58;6,29
;;18.12.2019;05:09;38,73;6,25
;;18.12.2019;05:19;38,91;6,26
;;18.12.2019;05:29;39,12;6,22
;;18.12.2019;05:39;39,27;6,22
;;18.12.2019;05:49;32,03;6,05
;;18.12.2019;05:59;34,05;6,04
;;18.12.2019;06:09;36,65;5,97
;;18.12.2019;06:19;37,76;6,06
;;18.12.2019;06:29;38,17;6,12
;;18.12.2019;06:39;38,36;6,12
;;18.12.2019;06:49;38,46;6,16
;;18.12.2019;06:59;38,52;6,13
;;18.12.2019;07:09;38,64;6,09
;;18.12.2019;07:19;38,71;6,09
;;18.12.2019;07:29;38,81;6,17
;;18.12.2019;07:39;38,87;6,09
;;18.12.2019;07:49;38,93;6,1
;;18.12.2019;07:59;38,97;6,04
;;18.12.2019;08:09;38,99;6,05
;;18.12.2019;08:19;38,95;6,05
;;18.12.2019;08:29;38,97;6,13
;;18.12.2019;08:39;39,06;6,19
;;18.12.2019;08:49;39,17;6,23
;;18.12.2019;08:59;39,3;6,32
;;18.12.2019;09:09;39,38;6,24
;;18.12.2019;09:19;39,58;6,18
;;18.12.2019;09:29;39,66;6,14
;;18.12.2019;09:39;39,64;6,23
;;18.12.2019;09:49;39,58;6,24
;;18.12.2019;09:59;39,53;6,28
;;18.12.2019;10:09;39,58;6,26
;;18.12.2019;10:19;39,72;6,23
;;18.12.2019;10:29;39,74;6,16
;;18.12.2019;10:39;39,77;6,23
;;18.12.2019;10:49;39,77;6,24
;;18.12.2019;10:59;39,79;6,29
;;18.12.2019;11:09;39,69;6,3
;;18.12.2019;11:19;39,66;6,36
;;18.12.2019;11:29;39,58;6,38
;;18.12.2019;11:39;39,58;6,44
;;18.12.2019;11:49;39,69;6,49
;;18.12.2019;11:59;39,74;6,5
;;18.12.2019;12:09;39,77;6,5
;;18.12.2019;12:19;39,82;6,53
;;18.12.2019;12:29;39,77;6,6
;;18.12.2019;12:39;39,77;6,49
;;18.12.2019;12:49;39,64;6,45
;;18.12.2019;12:59;39,66;6,44
;;18.12.2019;13:09;39,64;6,47
;;18.12.2019;13:19;30,53;6,32
;;18.12.2019;13:29;34,4;6,31
;;18.12.2019;13:39;36,57;6,3
;;18.12.2019;13:49;37,14;6,34
;;18.12.2019;13:59;37,49;6,35
;;18.12.2019;14:09;37,86;6,36
;;18.12.2019;14:19;38,13;6,35
;;18.12.2019;14:29;38,36;6,23
;;18.12.2019;14:39;38,52;6,21
;;18.12.2019;14:49;38,66;6,26
;;18.12.2019;14:59;38,79;6,3
;;18.12.2019;15:09;38,91;6,37
;;18.12.2019;15:19;39,04;6,41
;;18.12.2019;15:29;39,25;6,48
;;18.12.2019;15:39;39,45;6,48
;;18.12.2019;15:49;39,66;6,51
;;18.12.2019;15:59;39,85;6,53
;;18.12.2019;16:09;39,9;6,56
;;18.12.2019;16:19;40;6,63
;;18.12.2019;16:29;40,08;6,6
;;18.12.2019;16:39;40,12;6,63
;;18.12.2019;16:49;40,14;6,65
;;18.12.2019;16:59;40,1;6,71
;;18.12.2019;17:09;39,95;6,64
;;18.12.2019;17:19;39,87;6,67
;;18.12.2019;17:29;39,92;6,73
;;18.12.2019;17:39;39,9;6,77
;;18.12.2019;17:49;39,98;6,76
;;18.12.2019;17:59;40,06;6,78
;;18.12.2019;18:09;40,12;6,72
;;18.12.2019;18:19;40,1;6,63
;;18.12.2019;18:29;39,69;6,55
;;18.12.2019;18:39;39,74;6,53
;;18.12.2019;18:49;39,95;6,51
;;18.12.2019;18:59;40,08;6,5
;;18.12.2019;19:09;40,04;6,42
;;18.12.2019;19:19;39,95;6,33
;;18.12.2019;19:29;40;6,35
;;18.12.2019;19:39;40,1;6,36
;;18.12.2019;19:49;40,06;6,35
;;18.12.2019;19:59;40,1;6,35
;;18.12.2019;20:09;40,24;6,27
;;18.12.2019;20:19;40,51;6,29
;;18.12.2019;20:29;40,77;6,39
;;18.12.2019;20:39;40,96;6,35
;;18.12.2019;20:49;41;6,43
;;18.12.2019;20:59;41;6,4
;;18.12.2019;21:09;41,02;6,36
;;18.12.2019;21:19;41,1;6,41
;;18.12.2019;21:29;41,14;6,45
;;18.12.2019;21:39;41,12;6,48
;;18.12.2019;21:49;41,14;6,52
;;18.12.2019;21:59;41,18;6,54
;;18.12.2019;22:09;41,24;6,46
;;18.12.2019;22:19;41,34;6,48
;;18.12.2019;22:29;41,34;6,48
;;18.12.2019;22:39;41,26;6,53
;;18.12.2019;22:49;41,36;6,36
;;18.12.2019;22:59;41,41;6,33
;;18.12.2019;23:09;32,57;6,25
;;18.12.2019;23:19;34,4;6,1
;;18.12.2019;23:29;37,1;6,12
;;18.12.2019;23:39;38,21;6,21
;;18.12.2019;23:49;38,5;6,19
;;18.12.2019;23:59;38,7;6,23
;;19.12.2019;00:09;38,89;6,23
;;19.12.2019;00:19;39,19;6,21
;;19.12.2019;00:29;39,32;6,2
;;19.12.2019;00:39;39,51;6,14
;;19.12.2019;00:49;39,69;6,17
;;19.12.2019;00:59;39,79;6,21
;;19.12.2019;01:09;40,08;6,19
;;19.12.2019;01:19;40,35;6,22
;;19.12.2019;01:29;40,65;6,26
;;19.12.2019;01:39;40,9;6,26
;;19.12.2019;01:49;41,14;6,26
;;19.12.2019;01:59;41,28;6,29
;;19.12.2019;02:09;41,39;6,3
;;19.12.2019;02:19;41,51;6,31
;;19.12.2019;02:29;41,55;6,25
;;19.12.2019;02:39;41,57;6,34
;;19.12.2019;02:49;41,49;6,42
;;19.12.2019;02:59;41,61;6,31
;;19.12.2019;03:09;41,73;6,35
;;19.12.2019;03:19;41,67;6,47
;;19.12.2019;03:29;41,55;6,45
;;19.12.2019;03:39;41,51;6,48
;;19.12.2019;03:49;41,55;6,42
;;19.12.2019;03:59;41,65;6,54
;;19.12.2019;04:09;41,75;6,57
;;19.12.2019;04:19;41,79;6,55
;;19.12.2019;04:29;41,75;6,57
;;19.12.2019;04:39;41,67;6,61
;;19.12.2019;04:49;41,59;6,64
;;19.12.2019;04:59;41,53;6,63
;;19.12.2019;05:09;41,41;6,61
;;19.12.2019;05:19;41,26;6,72
;;19.12.2019;05:29;41,24;6,77
;;19.12.2019;05:39;41,2;6,77
;;19.12.2019;05:49;39,98;6,7
;;19.12.2019;05:59;33,88;6,7
;;19.12.2019;06:09;36,77;6,69
;;19.12.2019;06:19;38,19;6,68
;;19.12.2019;06:29;38,58;6,8
;;19.12.2019;06:39;38,4;6,77
;;19.12.2019;06:49;38,48;6,82
;;19.12.2019;06:59;38,66;6,85
;;19.12.2019;07:09;38,7;6,67
;;19.12.2019;07:19;38,68;6,64
;;19.12.2019;07:29;38,81;6,68
;;19.12.2019;07:39;39,01;6,68
;;19.12.2019;07:49;39,17;6,64
;;19.12.2019;07:59;39,19;6,58
;;19.12.2019;08:09;39,25;6,57
;;19.12.2019;08:19;39,35;6,56
;;19.12.2019;08:29;39,4;6,51
;;19.12.2019;08:39;39,48;6,47
;;19.12.2019;08:49;39,53;6,47
;;19.12.2019;08:59;33,53;6,4
;;19.12.2019;09:09;35,91;6,44
;;19.12.2019;09:19;37,7;6,46
;;19.12.2019;09:29;38,54;6,5
;;19.12.2019;09:39;39,01;6,42
;;19.12.2019;09:49;39,35;6,39
;;19.12.2019;09:59;39,56;6,37
;;19.12.2019;10:09;39,64;6,34
;;19.12.2019;10:19;39,72;6,33
;;19.12.2019;10:29;39,79;6,3
;;19.12.2019;10:39;39,85;6,31
;;19.12.2019;10:49;39,87;6,18
;;19.12.2019;10:59;39,92;6,35
;;19.12.2019;11:09;40;6,33
;;19.12.2019;11:19;39,95;6,36
;;19.12.2019;11:29;39,87;6,37
;;19.12.2019;11:39;39,9;6,44
;;19.12.2019;11:49;39,9;6,47
;;19.12.2019;11:59;39,9;6,44
;;19.12.2019;12:09;39,87;6,48
;;19.12.2019;12:19;39,9;6,5
;;19.12.2019;12:29;39,9;6,49
;;19.12.2019;12:39;39,9;6,51
;;19.12.2019;12:49;39,79;6,56
;;19.12.2019;12:59;39,69;6,57
;;19.12.2019;13:09;39,66;6,68
;;19.12.2019;13:19;39,66;6,64
;;19.12.2019;13:29;39,66;6,65
;;19.12.2019;13:39;39,66;6,7
;;19.12.2019;13:49;39,69;6,68
;;19.12.2019;13:59;39,66;6,68
;;19.12.2019;14:09;39,64;6,71
;;19.12.2019;14:19;39,66;6,69
;;19.12.2019;14:29;39,64;6,62
;;19.12.2019;14:39;39,64;6,63
;;19.12.2019;14:49;39,64;6,58
;;19.12.2019;14:59;39,56;6,59
;;19.12.2019;15:09;39,53;6,52
;;19.12.2019;15:19;39,56;6,52
;;19.12.2019;15:29;39,58;6,51
;;19.12.2019;15:39;39,64;6,51
;;19.12.2019;15:49;39,77;6,51
;;19.12.2019;15:59;32,78;6,34
;;19.12.2019;16:09;34,07;6,2
;;19.12.2019;16:19;36,51;6,19
;;19.12.2019;16:29;37,54;6,19
;;19.12.2019;16:39;37,86;6,23
;;19.12.2019;16:49;38,07;6,23
;;19.12.2019;16:59;38,23;6,26
;;19.12.2019;17:09;34,19;6,28
;;19.12.2019;17:19;36,16;6,27
;;19.12.2019;17:29;37,58;6,27
;;19.12.2019;17:39;38,21;6,23
;;19.12.2019;17:49;38,58;6,23
;;19.12.2019;17:59;38,75;6,19
;;19.12.2019;18:09;38,85;6,17
;;19.12.2019;18:19;38,89;6,1
;;19.12.2019;18:29;38,91;6,07
;;19.12.2019;18:39;38,93;6,08
;;19.12.2019;18:49;38,99;6,08
;;19.12.2019;18:59;38,99;6,11
;;19.12.2019;19:09;38,99;6,12
;;19.12.2019;19:19;39,04;6,18
;;19.12.2019;19:29;39,17;6,3
;;19.12.2019;19:39;39,22;6,37
;;19.12.2019;19:49;39,43;6,36
;;19.12.2019;19:59;39,61;6,26
;;19.12.2019;20:09;39,74;6,21
;;19.12.2019;20:19;39,87;6,15
;;19.12.2019;20:29;39,95;6,15
;;19.12.2019;20:39;39,95;6,25
;;19.12.2019;20:49;39,9;6,36
;;19.12.2019;20:59;39,9;6,36
;;19.12.2019;21:09;39,9;6,26
;;19.12.2019;21:19;40;6,27
;;19.12.2019;21:29;40,06;6,18
;;19.12.2019;21:39;39,95;6,17
;;19.12.2019;21:49;39,92;6,22
;;19.12.2019;21:59;39,92;6,3
;;19.12.2019;22:09;39,98;6,31
;;19.12.2019;22:19;39,98;6,34
;;19.12.2019;22:29;40,02;6,38
;;19.12.2019;22:39;40,02;6,39
;;19.12.2019;22:49;40;6,48
;;19.12.2019;22:59;40;6,45
;;19.12.2019;23:09;40,06;6,46
;;19.12.2019;23:19;40,1;6,51
;;19.12.2019;23:29;40,02;6,62
;;19.12.2019;23:39;39,95;6,61
;;19.12.2019;23:49;39,98;6,65
;;19.12.2019;23:59;39,98;6,62
;;20.12.2019;00:09;40,02;6,71
;;20.12.2019;00:19;39,98;6,63
;;20.12.2019;00:29;40;6,66
;;20.12.2019;00:39;39,98;6,66
;;20.12.2019;00:49;40,04;6,69
;;20.12.2019;00:59;40,06;6,7
;;20.12.2019;01:09;39,98;6,74
;;20.12.2019;01:19;39,87;6,72
;;20.12.2019;01:29;39,85;6,77
;;20.12.2019;01:39;39,87;6,75
;;20.12.2019;01:49;39,85;6,73
;;20.12.2019;01:59;39,77;6,76
;;20.12.2019;02:09;39,79;6,78
;;20.12.2019;02:19;39,74;6,78
;;20.12.2019;02:29;39,79;6,84
;;20.12.2019;02:39;39,77;6,81
;;20.12.2019;02:49;39,69;6,73
;;20.12.2019;02:59;39,58;6,77
;;20.12.2019;03:09;33,66;6,72
;;20.12.2019;03:19;32,43;6,59
;;20.12.2019;03:29;35,13;6,57
;;20.12.2019;03:39;36,47;6,53
;;20.12.2019;03:49;37,02;6,57
;;20.12.2019;03:59;37,21;6,53
;;20.12.2019;04:09;35,58;6,5
;;20.12.2019;04:19;35,5;6,48
;;20.12.2019;04:29;36,9;6,45
;;20.12.2019;04:39;37,54;6,43
;;20.12.2019;04:49;37,82;6,46
;;20.12.2019;04:59;38,15;6,52
;;20.12.2019;05:09;38,34;6,5
;;20.12.2019;05:19;38,54;6,46
;;20.12.2019;05:29;38,73;6,49
;;20.12.2019;05:39;38,91;6,41
;;20.12.2019;05:49;39,06;6,4
;;20.12.2019;05:59;39,06;6,39
;;20.12.2019;06:09;39,17;6,4
;;20.12.2019;06:19;39,17;6,43
;;20.12.2019;06:29;39,22;6,49
;;20.12.2019;06:39;39,27;6,5
;;20.12.2019;06:49;39,45;6,48
;;20.12.2019;06:59;39,48;6,47
;;20.12.2019;07:09;39,43;6,45
;;20.12.2019;07:19;39,45;6,45
;;20.12.2019;07:29;39,43;6,46
;;20.12.2019;07:39;39,4;6,46
;;20.12.2019;07:49;39,35;6,47
;;20.12.2019;07:59;39,4;6,52
;;20.12.2019;08:09;39,45;6,43
;;20.12.2019;08:19;39,66;6,46
;;20.12.2019;08:29;39,77;6,45
;;20.12.2019;08:39;39,92;6,47
;;20.12.2019;08:49;39,98;6,55
;;20.12.2019;08:59;39,98;6,56
;;20.12.2019;09:09;39,9;6,59
;;20.12.2019;09:19;39,95;6,59
;;20.12.2019;09:29;39,9;6,61
;;20.12.2019;09:39;39,92;6,63
;;20.12.2019;09:49;39,95;6,58
;;20.12.2019;09:59;40,02;6,69
;;20.12.2019;10:09;40;6,64
;;20.12.2019;10:19;39,95;6,7
;;20.12.2019;10:29;39,95;6,7
;;20.12.2019;10:39;39,92;6,72
;;20.12.2019;10:49;39,61;6,53
;;20.12.2019;10:59;33,3;6,5
;;20.12.2019;11:09;35,74;6,48
;;20.12.2019;11:19;37,54;6,51
;;20.12.2019;11:29;38,23;6,49
;;20.12.2019;11:39;38,42;6,49
;;20.12.2019;11:49;38,5;6,53
;;20.12.2019;11:59;38,66;6,58
;;20.12.2019;12:09;38,89;6,44
;;20.12.2019;12:19;39,14;6,5
;;20.12.2019;12:29;39,35;6,56
;;20.12.2019;12:39;39,48;6,49
;;20.12.2019;12:49;39,66;6,48
;;20.12.2019;12:59;39,77;6,51
;;20.12.2019;13:09;39,85;6,46
;;20.12.2019;13:19;39,9;6,52
;;20.12.2019;13:29;39,9;6,5
;;20.12.2019;13:39;40;6,53
;;20.12.2019;13:49;39,98;6,58
;;20.12.2019;13:59;39,92;6,59
;;20.12.2019;14:09;39,92;6,44
;;20.12.2019;14:19;39,95;6,69
;;20.12.2019;14:29;39,98;6,73
;;20.12.2019;14:39;40;6,69
;;20.12.2019;14:49;40,08;6,65
;;20.12.2019;14:59;40,22;6,54
;;20.12.2019;15:09;40,24;6,65
;;20.12.2019;15:19;40,22;6,64
;;20.12.2019;15:29;40,16;6,63
;;20.12.2019;15:39;40,1;6,61
;;20.12.2019;15:49;40,1;6,57
;;20.12.2019;15:59;40,06;6,59
;;20.12.2019;16:09;40,06;6,69
;;20.12.2019;16:19;40;6,55
;;20.12.2019;16:29;40,12;6,71
;;20.12.2019;16:39;40,18;6,65
;;20.12.2019;16:49;40,18;6,73
;;20.12.2019;16:59;31,96;6,56
;;20.12.2019;17:09;32,85;6,58
;;20.12.2019;17:19;35,74;6,67
;;20.12.2019;17:29;37,04;6,76
;;20.12.2019;17:39;37,39;6,72
;;20.12.2019;17:49;37,56;6,77
;;20.12.2019;17:59;37,93;6,8
;;20.12.2019;18:09;38,11;6,65
;;20.12.2019;18:19;38,27;6,58
;;20.12.2019;18:29;38,42;6,56
;;20.12.2019;18:39;38,68;6,53
;;20.12.2019;18:49;38,85;6,56
;;20.12.2019;18:59;38,97;6,44
;;20.12.2019;19:09;35,87;6,42
;;20.12.2019;19:19;36,57;6,44
;;20.12.2019;19:29;38,09;6,46
;;20.12.2019;19:39;38,68;6,45
;;20.12.2019;19:49;38,99;6,5
;;20.12.2019;19:59;39,14;6,41
;;20.12.2019;20:09;39,25;6,44
;;20.12.2019;20:19;39,32;6,27
;;20.12.2019;20:29;39,45;6,46
;;20.12.2019;20:39;39,56;6,37
;;20.12.2019;20:49;39,64;6,38
;;20.12.2019;20:59;39,69;6,37
;;20.12.2019;21:09;39,72;6,4
;;20.12.2019;21:19;39,74;6,4
;;20.12.2019;21:29;39,9;6,32
;;20.12.2019;21:39;39,95;6,42
;;20.12.2019;21:49;40,04;6,36
;;20.12.2019;21:59;40,12;6,24
;;20.12.2019;22:09;40,2;6,13
;;20.12.2019;22:19;40,28;6,19
;;20.12.2019;22:29;40,37;6,16
;;20.12.2019;22:39;40,33;6,22
;;20.12.2019;22:49;40,28;6,34
;;20.12.2019;22:59;40,22;6,31
;;20.12.2019;23:09;40,14;6,29
;;20.12.2019;23:19;40,08;6,52
;;20.12.2019;23:29;40,08;6,49
;;20.12.2019;23:39;40;6,39
;;20.12.2019;23:49;39,58;6,16
;;20.12.2019;23:59;34,34;6,17
;;21.12.2019;00:09;37,02;6,08
;;21.12.2019;00:19;38,34;6,27
;;21.12.2019;00:29;38,71;6,28
;;21.12.2019;00:39;38,81;6,07
;;21.12.2019;00:49;38,79;6,16
;;21.12.2019;00:59;38,87;5,99
;;21.12.2019;01:09;38,89;6,29
;;21.12.2019;01:19;34,81;6,15
;;21.12.2019;01:29;35,6;5,9
;;21.12.2019;01:39;37,33;6,29
;;21.12.2019;01:49;38,3;6,27
;;21.12.2019;01:59;38,81;6,11
;;21.12.2019;02:09;39,12;5,84
;;21.12.2019;02:19;39,35;5,68
;;21.12.2019;02:29;39,48;5,92
;;21.12.2019;02:39;39,64;5,64
;;21.12.2019;02:49;39,64;5,82
;;21.12.2019;02:59;39,64;5,8
;;21.12.2019;03:09;39,66;5,83
;;21.12.2019;03:19;39,72;5,77
;;21.12.2019;03:29;39,87;5,66
;;21.12.2019;03:39;39,85;5,8
;;21.12.2019;03:49;39,74;5,71
;;21.12.2019;03:59;39,72;5,99
;;21.12.2019;04:09;39,74;5,82
;;21.12.2019;04:19;39,77;5,7
;;21.12.2019;04:29;39,79;6,31
;;21.12.2019;04:39;39,87;6,21
;;21.12.2019;04:49;39,92;6,63
;;21.12.2019;04:59;39,9;6,59
;;21.12.2019;05:09;39,95;6,62
;;21.12.2019;05:19;39,9;6,68
;;21.12.2019;05:29;39,92;6,65
;;21.12.2019;05:39;39,85;6,62
;;21.12.2019;05:49;39,77;6,67
;;21.12.2019;05:59;39,72;6,69
;;21.12.2019;06:09;39,66;6,71
;;21.12.2019;06:19;39,64;6,65
;;21.12.2019;06:29;39,72;6,67
;;21.12.2019;06:39;39,69;6,57
;;21.12.2019;06:49;39,64;6,66
;;21.12.2019;06:59;39,64;6,53
;;21.12.2019;07:09;39,61;6,57
;;21.12.2019;07:19;37,86;6,59
;;21.12.2019;07:29;31,45;6,44
;;21.12.2019;07:39;34,71;6,48
;;21.12.2019;07:49;36,53;6,51
;;21.12.2019;07:59;37,51;6,52
;;21.12.2019;08:09;37,9;6,51
;;21.12.2019;08:19;38,13;6,51
;;21.12.2019;08:29;38,29;6,53
;;21.12.2019;08:39;38,52;6,58
;;21.12.2019;08:49;38,7;6,61
;;21.12.2019;08:59;38,81;6,65
;;21.12.2019;09:09;38,97;6,66
;;21.12.2019;09:19;39,06;6,61
;;21.12.2019;09:29;39,19;6,64
;;21.12.2019;09:39;39,32;6,66
;;21.12.2019;09:49;39,4;6,68
;;21.12.2019;09:59;39,45;6,69
;;21.12.2019;10:09;39,45;6,71
;;21.12.2019;10:19;39,4;6,72
;;21.12.2019;10:29;39,45;6,75
;;21.12.2019;10:39;39,43;6,76
;;21.12.2019;10:49;39,45;6,89
;;21.12.2019;10:59;39,48;6,75
;;21.12.2019;11:09;39,3;6,61
;;21.12.2019;11:19;39,27;6,48
;;21.12.2019;11:29;39,3;6,63
;;21.12.2019;11:39;39,32;6,55
;;21.12.2019;11:49;39,27;6,61
;;21.12.2019;11:59;39,27;6,43
;;21.12.2019;12:09;39,27;6,31
;;21.12.2019;12:19;39,27;6,41
;;21.12.2019;12:29;39,38;6,57
;;21.12.2019;12:39;39,51;6,52
;;21.12.2019;12:49;39,72;6,55
;;21.12.2019;12:59;39,82;6,58
;;21.12.2019;13:09;39,92;6,5
;;21.12.2019;13:19;40;6,54
;;21.12.2019;13:29;40,02;6,46
;;21.12.2019;13:39;39,98;6,5
;;21.12.2019;13:49;39,92;6,52
;;21.12.2019;13:59;39,87;6,5
;;21.12.2019;14:09;39,92;6,59
;;21.12.2019;14:19;39,95;6,64
;;21.12.2019;14:29;39,92;6,63
;;21.12.2019;14:39;39,98;6,59
;;21.12.2019;14:49;40,02;6,53
;;21.12.2019;14:59;40,12;6,5
;;21.12.2019;15:09;40,16;6,46
;;21.12.2019;15:19;40,22;6,52
;;21.12.2019;15:29;40,24;6,56
;;21.12.2019;15:39;40,24;6,65
;;21.12.2019;15:49;40,24;6,68
;;21.12.2019;15:59;40,16;6,68
;;21.12.2019;16:09;40,12;6,74
;;21.12.2019;16:19;40,06;6,79
;;21.12.2019;16:29;40,02;6,85
;;21.12.2019;16:39;39,92;6,78
;;21.12.2019;16:49;39,9;6,85
;;21.12.2019;16:59;35,79;6,81
;;21.12.2019;17:09;29,38;6,53
;;21.12.2019;17:19;33,18;6,52
;;21.12.2019;17:29;35,58;6,65
;;21.12.2019;17:39;36,43;6,76
;;21.12.2019;17:49;36,84;6,74
;;21.12.2019;17:59;37,14;6,7
;;21.12.2019;18:09;37,33;6,62
;;21.12.2019;18:19;37,6;6,59
;;21.12.2019;18:29;37,91;6,53
;;21.12.2019;18:39;38,19;6,55
;;21.12.2019;18:49;38,38;6,5
;;21.12.2019;18:59;37,19;6,49
;;21.12.2019;19:09;37;6,45
;;21.12.2019;19:19;37,97;6,44
;;21.12.2019;19:29;38,5;6,55
;;21.12.2019;19:39;38,71;6,52
;;21.12.2019;19:49;38,85;6,47
;;21.12.2019;19:59;38,97;6,5
;;21.12.2019;20:09;38,97;6,44
;;21.12.2019;20:19;39,12;6,4
;;21.12.2019;20:29;39,22;6,39
;;21.12.2019;20:39;39,4;6,43
;;21.12.2019;20:49;39,48;6,43
;;21.12.2019;20:59;39,66;6,27
;;21.12.2019;21:09;39,79;6,15
;;21.12.2019;21:19;39,98;6,52
;;21.12.2019;21:29;40,02;6,46
;;21.12.2019;21:39;39,98;6,41
;;21.12.2019;21:49;39,95;6,52
;;21.12.2019;21:59;39,9;6,54
;;21.12.2019;22:09;39,85;6,43
;;21.12.2019;22:19;39,82;6,31
;;21.12.2019;22:29;39,85;6,59
;;21.12.2019;22:39;39,79;6,44
;;21.12.2019;22:49;39,77;6,41
;;21.12.2019;22:59;39,79;6,62
;;21.12.2019;23:09;39,92;6,61
;;21.12.2019;23:19;39,95;6,58
;;21.12.2019;23:29;40;6,58
;;21.12.2019;23:39;40,04;6,61
;;21.12.2019;23:49;40;6,64
;;21.12.2019;23:59;39,95;6,66
;;22.12.2019;00:09;39,95;6,7
;;22.12.2019;00:19;39,98;6,73
;;22.12.2019;00:29;39,98;6,72
;;22.12.2019;00:39;40,04;6,71
;;22.12.2019;00:49;40;6,74
;;22.12.2019;00:59;39,95;6,79
;;22.12.2019;01:09;39,98;6,79
;;22.12.2019;01:19;39,95;6,81
;;22.12.2019;01:29;39,92;6,81
;;22.12.2019;01:39;39,77;6,89
;;22.12.2019;01:49;39,77;6,86
;;22.12.2019;01:59;39,58;6,72
;;22.12.2019;02:09;39,51;6,67
;;22.12.2019;02:19;39,58;6,69
;;22.12.2019;02:29;31,37;6,58
;;22.12.2019;02:39;34,34;6,53
;;22.12.2019;02:49;36,22;6,54
;;22.12.2019;02:59;37,06;6,53
;;22.12.2019;03:09;37,35;6,51
;;22.12.2019;03:18;37,6;6,52
;;22.12.2019;03:28;37,76;6,49
;;22.12.2019;03:38;37,93;6,52
;;22.12.2019;03:48;38,23;6,45
;;22.12.2019;03:58;38,48;6,51
;;22.12.2019;04:08;38,7;6,5
;;22.12.2019;04:18;38,91;6,41
;;22.12.2019;04:28;39,06;6,17
;;22.12.2019;04:38;39,17;6,41
;;22.12.2019;04:48;39,22;6,37
;;22.12.2019;04:58;39,22;6,36
;;22.12.2019;05:08;39,27;6,5
;;22.12.2019;05:18;39,25;6,3
;;22.12.2019;05:28;39,3;6,35
;;22.12.2019;05:38;36,4;6,52
;;22.12.2019;05:48;34,48;6,36
